City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
311,Hambantota,LK,6.1241,81.1185,78.62,84,96,3.51,overcast clouds
312,Boa Vista,BR,2.8197,-60.6733,84.18,65,75,6.91,moderate rain
313,Clyde River,CA,70.4692,-68.5914,39.43,100,100,9.22,light rain
314,Los Llanos De Aridane,ES,28.6585,-17.9182,76.75,47,0,11.5,clear sky
315,Mawlaik,MM,23.6333,94.4167,75.69,96,40,0.58,scattered clouds
316,Palu,ID,-0.8917,119.8707,75.69,94,100,2.77,overcast clouds
317,Asau,RO,46.4333,26.4,71.96,74,0,3.06,clear sky
318,Turukhansk,RU,65.8167,87.9833,51.06,88,0,1.83,clear sky
319,Dalian,CN,38.9122,121.6022,76.93,88,20,4.47,few clouds
320,San Patricio,US,28.017,-97.5169,97.52,39,37,15.46,scattered clouds
321,Rodrigues Alves,BR,-7.738,-72.6509,82.6,72,100,0.49,overcast clouds
322,Oranjestad,AW,12.524,-70.027,80.94,82,8,19.44,clear sky
323,Andra,RU,62.5147,65.8878,50.2,74,100,3.49,overcast clouds
324,Luganville,VU,-15.5333,167.1667,79.7,83,23,7.05,few clouds
325,Vuktyl,RU,63.8567,57.3094,48.54,75,38,4.03,scattered clouds
326,Katsuura,JP,35.1333,140.3,79.65,90,80,13.35,broken clouds
327,Chulym,RU,55.0997,80.9572,61.97,75,0,5.39,clear sky
328,Hovd,MN,48.0056,91.6419,58.71,40,5,1.99,clear sky
329,Pangody,RU,65.85,74.4859,46.85,87,3,7.07,clear sky
330,Mariestad,SE,58.7097,13.8237,55.87,86,100,15.23,overcast clouds
331,Puerto Escondido,MX,15.85,-97.0667,86.83,62,75,8.05,broken clouds
332,Mahajanga,MG,-15.7167,46.3167,68.02,94,0,6.91,clear sky
333,Great Falls,US,47.5002,-111.3008,83.59,40,0,6.91,clear sky
334,Port-Gentil,GA,-0.7193,8.7815,75.16,88,100,12.66,overcast clouds
335,Cizer,RO,47.0667,22.8833,67.17,58,42,5.08,scattered clouds
336,Gornopravdinsk,RU,60.05,69.9,52.77,73,4,5.23,clear sky
337,Whitehorse,CA,60.7161,-135.0538,77.77,37,75,5.75,broken clouds
338,Manchester,GB,53.4809,-2.2374,60.24,76,91,2.3,overcast clouds
339,Fort Dodge,US,42.4975,-94.168,82.4,51,0,6.91,clear sky
340,Port Lincoln,AU,-34.7333,135.8667,51.35,78,100,11.52,overcast clouds
341,Llangefni,GB,53.2556,-4.3106,57.72,71,7,4.61,clear sky
342,Amapa,BR,1.0,-52.0,75.06,96,84,3.06,heavy intensity rain
343,Yarmouth,US,41.7057,-70.2286,80.71,59,0,12.66,clear sky
344,Giddarbaha,IN,30.2,74.6667,84.61,67,57,6.76,broken clouds
345,Ankang,CN,32.68,109.0172,71.42,93,42,2.77,scattered clouds
346,Longyearbyen,SJ,78.2186,15.6401,48.04,81,75,4.61,broken clouds
347,Imbituba,BR,-28.24,-48.6703,66.09,94,0,4.0,clear sky
348,Moerai,PF,-22.4333,-151.3333,70.93,56,24,21.41,few clouds
